ts,open,high,low,close,volume,source,collected_at
2026-05-27T01:50:00+09:00,74.32,74.35,74.32,74.32,713.0,kis_us_intraday,2026-05-27T02:09:39+09:00
2026-05-27T01:51:00+09:00,74.32,74.5,74.3,74.5,13525.0,kis_us_intraday,2026-05-27T02:09:39+09:00
2026-05-27T01:52:00+09:00,74.5,74.615,74.41,74.6,7853.0,kis_us_intraday,2026-05-27T02:09:39+09:00
2026-05-27T01:53:00+09:00,74.58,74.65,74.58,74.61,8039.0,kis_us_intraday,2026-05-27T02:09:39+09:00
2026-05-27T01:54:00+09:00,74.61,74.64,74.61,74.64,1401.0,kis_us_intraday,2026-05-27T02:09:39+09:00
2026-05-27T01:55:00+09:00,74.64,74.64,74.615,74.615,1313.0,kis_us_intraday,2026-05-27T02:09:39+09:00
2026-05-27T01:56:00+09:00,74.615,74.63,74.55,74.585,2791.0,kis_us_intraday,2026-05-27T02:09:39+09:00
2026-05-27T01:57:00+09:00,74.585,74.595,74.55,74.57,5058.0,kis_us_intraday,2026-05-27T02:09:39+09:00
2026-05-27T01:58:00+09:00,74.57,74.6,74.56,74.585,3136.0,kis_us_intraday,2026-05-27T02:09:39+09:00
2026-05-27T01:59:00+09:00,74.585,74.585,74.52,74.55,1973.0,kis_us_intraday,2026-05-27T02:09:39+09:00
2026-05-27T02:00:00+09:00,74.55,74.55,74.46,74.46,2176.0,kis_us_intraday,2026-05-27T02:09:39+09:00
2026-05-27T02:01:00+09:00,74.46,74.47,74.4222,74.45,3226.0,kis_us_intraday,2026-05-27T02:09:39+09:00
2026-05-27T02:02:00+09:00,74.45,74.45,74.38,74.41,1341.0,kis_us_intraday,2026-05-27T02:09:39+09:00
2026-05-27T02:03:00+09:00,74.41,74.4694,74.41,74.4694,2110.0,kis_us_intraday,2026-05-27T02:09:39+09:00
