date,open,high,low,close,volume,change
2024-11-11,35050.0,35100.0,33700.0,33700.0,1507751,-1300
2024-11-12,33400.0,34300.0,33200.0,33250.0,1444893,-450
2024-11-13,33000.0,33500.0,32850.0,33400.0,1190150,150
2024-11-14,33400.0,34350.0,32550.0,32800.0,1837035,-600
2024-11-15,33100.0,34550.0,32950.0,34050.0,1328815,1250
2024-11-18,33800.0,35200.0,33800.0,35100.0,1298626,1050
2024-11-19,34800.0,36250.0,34800.0,36250.0,1485633,1150
2024-11-20,35950.0,36000.0,35250.0,35500.0,1012884,-750
2024-11-21,34850.0,35850.0,34850.0,35150.0,1106598,-350
2024-11-22,35200.0,36450.0,35150.0,36050.0,1095476,900
2024-11-25,36400.0,36450.0,35850.0,36150.0,1189187,100
2024-11-26,35850.0,37100.0,35850.0,37000.0,1228125,850
2024-11-27,37100.0,38400.0,37000.0,38350.0,2268347,1350
2024-11-28,38500.0,38700.0,37750.0,38200.0,1210453,-150
2024-11-29,38150.0,40900.0,38000.0,40100.0,5364138,1900
2024-12-02,40550.0,42500.0,40150.0,42150.0,5583827,2050
2024-12-03,42450.0,43000.0,42050.0,42950.0,3152958,800
2024-12-04,42200.0,47100.0,41600.0,46600.0,13795722,3650
2024-12-05,45700.0,46150.0,43600.0,44100.0,5207632,-2500
2024-12-06,44400.0,45650.0,42850.0,44500.0,6696783,400
2024-12-09,43050.0,45100.0,42050.0,42300.0,4184554,-2200
2024-12-10,43000.0,44000.0,42950.0,43850.0,2629946,1550
2024-12-11,44250.0,45300.0,43900.0,44600.0,2218036,750
2024-12-12,45000.0,45250.0,42500.0,43700.0,3811891,-900
2024-12-13,43700.0,46450.0,43400.0,45900.0,4615083,2200
2024-12-16,47000.0,47050.0,43550.0,43950.0,4206177,-1950
2024-12-17,43650.0,44250.0,42700.0,42850.0,2019873,-1100
2024-12-18,43000.0,43750.0,42800.0,43400.0,1516552,550
2024-12-19,42050.0,42700.0,40850.0,41200.0,2407758,-2200
2024-12-20,40800.0,41500.0,40350.0,40800.0,1973168,-400
2024-12-23,41000.0,41000.0,39200.0,39700.0,2132239,-1100
2024-12-24,39750.0,40150.0,39500.0,39500.0,1110417,-200
2024-12-26,39650.0,39850.0,38400.0,38550.0,1921654,-950
2024-12-27,38550.0,39400.0,38350.0,38850.0,1236769,300
2024-12-30,38800.0,39150.0,38100.0,38200.0,1110508,-650
2025-01-02,38500.0,38600.0,37000.0,37450.0,1391090,-750
2025-01-03,37450.0,39250.0,37450.0,38050.0,1971546,600
2025-01-06,37800.0,39250.0,37800.0,39150.0,1459048,1100
2025-01-07,39400.0,39900.0,38550.0,38650.0,1438838,-500
2025-01-08,38300.0,39000.0,37200.0,37400.0,2887696,-1250
2025-01-09,37450.0,37850.0,37200.0,37200.0,2219066,-200
2025-01-10,37200.0,37400.0,36400.0,36550.0,2240282,-650
2025-01-13,36200.0,36900.0,36200.0,36500.0,1170255,-50
2025-01-14,36650.0,36950.0,36350.0,36850.0,1087274,350
2025-01-15,36950.0,38150.0,36500.0,37000.0,2186274,150
2025-01-16,37400.0,37850.0,36700.0,36900.0,1271977,-100
2025-01-17,36950.0,36950.0,36400.0,36400.0,1135029,-500
2025-01-20,36400.0,36700.0,35800.0,36450.0,1356111,50
2025-01-21,36450.0,37000.0,36150.0,36450.0,1166887,0
2025-01-22,36800.0,37050.0,36150.0,36300.0,1154547,-150
2025-01-23,36450.0,36500.0,35750.0,35750.0,1220022,-550
2025-01-24,35900.0,36350.0,35700.0,35750.0,1076274,0
2025-01-31,36100.0,39000.0,36100.0,38350.0,6846406,2600
2025-02-03,38350.0,42450.0,37750.0,41800.0,14720792,3450
2025-02-04,42600.0,43150.0,40200.0,40900.0,12331280,-900
2025-02-05,41300.0,43550.0,41000.0,43200.0,10732661,2300
2025-02-06,44000.0,45500.0,43500.0,45300.0,9121099,2100
2025-02-07,45200.0,45250.0,43550.0,44500.0,5102434,-800
2025-02-10,44500.0,46000.0,42300.0,42500.0,6162748,-2000
2025-02-11,43200.0,43450.0,42250.0,42850.0,3387582,350
2025-02-12,42750.0,42750.0,41400.0,42000.0,2941517,-850
2025-02-13,42350.0,43100.0,39700.0,40200.0,8123275,-1800
2025-02-14,40550.0,40600.0,38400.0,38750.0,6091721,-1450
2025-02-17,39100.0,39350.0,38800.0,39050.0,3131805,300
2025-02-18,38950.0,39350.0,38600.0,38950.0,2601628,-100
2025-02-19,39150.0,39650.0,38850.0,39300.0,2977884,350
2025-02-20,39600.0,40750.0,39550.0,39750.0,4599415,450
2025-02-21,40000.0,40250.0,39600.0,39900.0,2460853,150
2025-02-24,39650.0,40000.0,39200.0,39550.0,1834667,-350
2025-02-25,39200.0,39800.0,39100.0,39750.0,1505555,200
2025-02-26,40150.0,42400.0,40050.0,42100.0,7598359,2350
2025-02-27,42900.0,44450.0,42800.0,44450.0,10185706,2350
2025-02-28,43700.0,44700.0,42650.0,43150.0,6591090,-1300
2025-03-04,43000.0,43450.0,41350.0,41900.0,3387888,-1250
2025-03-05,42550.0,43500.0,42450.0,43100.0,2525062,1200
2025-03-06,43500.0,45400.0,42550.0,45100.0,6180767,2000
2025-03-07,44450.0,44825.0,43450.0,43750.0,3099161,-1350
2025-03-10,43500.0,45950.0,43150.0,45400.0,4010592,1650
2025-03-11,43900.0,44700.0,43550.0,44100.0,2486551,-1300
2025-03-12,44250.0,44650.0,43450.0,44100.0,1976354,0
2025-03-13,44150.0,44750.0,42350.0,43150.0,3269454,-950
2025-03-14,43100.0,44050.0,43100.0,43450.0,1733603,300
2025-03-17,43500.0,43850.0,42300.0,43500.0,1693348,50
2025-03-18,43700.0,45050.0,43500.0,44000.0,2475410,500
2025-03-19,44000.0,44375.0,43100.0,43300.0,1642570,-700
2025-03-20,43500.0,43950.0,42650.0,42650.0,1761461,-650
2025-03-21,42650.0,43600.0,41900.0,43600.0,1900729,950
2025-03-24,43350.0,43500.0,41550.0,41900.0,1792693,-1700
2025-03-25,42100.0,42400.0,41750.0,42200.0,827099,300
2025-03-26,42350.0,43050.0,41400.0,42900.0,1180900,700
2025-03-27,42300.0,42350.0,41200.0,41600.0,1360153,-1300
2025-03-28,41600.0,41650.0,40500.0,41150.0,728635,-450
