session_date,ticker,selection_rank,alpha_score,predicted_net_pct,probability,net_return_pct,excess_pct,date,entry_date_5d,exit_date_5d,entry_open_5d,exit_close_5d,gross_usd_5d_pct,gross_krw_5d_pct,net_krw_5d_pct
2025-10-20,CDE,3,0.9591836734693877,13.835253696386523,0.6813667671083242,-6.2684770071522955,-10.178798735877994,2025-10-20,2025-10-21,2025-10-27,18.9686986375552,17.66016960144043,-6.898359561283119,-5.7684770071522955,-6.2684770071522955
2025-10-21,ONDS,1,0.9795918367346939,15.356336321600173,0.6242653376150257,-1.3599781494432523,-4.442713862935516,2025-10-21,2025-10-22,2025-10-28,6.849999904632568,6.789999961853027,-0.8759115856186162,-0.8599781494432523,-1.3599781494432523
2025-10-21,VG,2,0.9387755102040816,9.169484336557543,0.7474019325593254,-2.5697731790665364,-5.652508892558799,2025-10-21,2025-10-22,2025-10-28,9.537207968278562,9.338308334350586,-2.085512181233018,-2.0697731790665364,-2.5697731790665364
2025-10-21,PL,3,0.9285714285714286,16.418797217207175,0.542251545005918,0.2220712473078983,-2.860664466184365,2025-10-21,2025-10-22,2025-10-28,12.75,12.84000015258789,0.7058835497089522,0.7220712473078983,0.2220712473078983
2025-10-22,VG,1,0.9897959183673469,5.733899296137813,0.7548064498515972,-11.073437922242501,-14.29110921434125,2025-10-22,2025-10-23,2025-10-29,9.755996408906858,8.751556396484375,-10.2956168731824,-10.573437922242501,-11.073437922242501
2025-10-22,ONDS,2,0.9693877551020409,12.728977578019972,0.5986778339797126,-2.2650387011608704,-5.482709993259618,2025-10-22,2025-10-23,2025-10-29,6.849999904632568,6.75,-1.459852642697701,-1.7650387011608704,-2.2650387011608704
2025-10-22,CRWV,3,0.9489795918367347,3.304142086465569,0.6083424070998217,15.66006618933783,12.442394897239081,2025-10-22,2025-10-23,2025-10-29,120.08999633789062,139.92999267578125,16.52094008069409,16.16006618933783,15.66006618933783
2025-10-23,SMCI,1,0.9183673469387755,13.739644809480069,0.6561148753521137,1.6992572488271689,4.298743870398746,2025-10-23,2025-10-24,2025-10-30,48.880001068115234,50.369998931884766,3.048277068761096,2.199257248827169,1.6992572488271689
2025-10-23,VG,2,0.9183673469387755,10.72495126539234,0.7692468350378978,-14.02329259389371,-11.423805972322134,2025-10-23,2025-10-24,2025-10-30,9.785832116540146,8.532767295837402,-12.8048877783709,-13.52329259389371,-14.02329259389371
2025-10-23,ONDS,3,0.8979591836734694,14.572369669243793,0.6153889455581957,-19.167845098546778,-16.5683584769752,2025-10-23,2025-10-24,2025-10-30,7.670000076293945,6.289999961853027,-17.99217862730085,-18.667845098546778,-19.167845098546778
