month,SPY,QQQ,KRW=X,069500.KS,229200.KS
2011-01-01,97.9194564819336,49.0034294128418,1117.4000244140625,21169.53515625,
2011-02-01,101.32093048095703,50.55228805541992,1127.0999755859375,19900.5078125,
2011-03-01,101.33309936523438,50.3256950378418,1098.300048828125,21630.650390625,
2011-04-01,104.267822265625,51.771568298339844,1068.800048828125,22554.884765625,
2011-05-01,103.0984878540039,51.140628814697266,1075.300048828125,22060.447265625,
2011-06-01,101.35926818847656,50.10478210449219,1068.9000244140625,21434.669921875,
2011-07-01,99.3316421508789,50.93913650512695,1049.0,21565.169921875,
2011-08-01,93.87083435058594,48.35704040527344,1071.800048828125,18833.25,
2011-09-01,87.354248046875,46.1854133605957,1177.0,17892.94140625,
2011-10-01,96.888671875,50.9896125793457,1104.0,19510.419921875,
2011-11-01,96.49497985839844,49.61698532104492,1140.300048828125,18837.12109375,
2011-12-01,97.50315856933594,49.31224060058594,1155.4000244140625,18744.25,
2012-01-01,102.02486419677734,53.46356201171875,1125.699951171875,20199.208984375,
2012-02-01,106.4532699584961,56.89060592651367,1124.5999755859375,20949.90234375,
2012-03-01,109.877197265625,59.76531219482422,1138.0,20915.08203125,
2012-04-01,109.14366912841797,59.06632995605469,1131.699951171875,20801.693359375,
2012-05-01,102.58900451660156,54.90799331665039,1179.699951171875,19188.609375,
2012-06-01,106.75218963623047,56.896453857421875,1157.0999755859375,19259.083984375,
2012-07-01,108.01499938964844,57.46399688720703,1136.5999755859375,19651.09765625,
2012-08-01,110.72103118896484,60.443641662597656,1133.5999755859375,19651.09765625,
2012-09-01,113.5279541015625,60.9806022644043,1115.4000244140625,20618.95703125,
2012-10-01,111.46192932128906,57.76126480102539,1090.300048828125,19670.685546875,
2012-11-01,112.09278869628906,58.517181396484375,1082.0999755859375,20027.26953125,
2012-12-01,113.09427642822266,58.24394607543945,1038.0999755859375,20854.064453125,
2013-01-01,118.8835678100586,59.79999923706055,1085.4000244140625,20407.357421875,
2013-02-01,120.40038299560547,60.00564193725586,1083.9000244140625,21206.720703125,
2013-03-01,124.97216033935547,61.82069396972656,1112.0,20814.87890625,
2013-04-01,127.37313842773438,63.3892936706543,1103.199951171875,20211.419921875,
2013-05-01,130.38038635253906,65.65702819824219,1127.5999755859375,20641.875,
2013-06-01,128.64051818847656,64.08439636230469,1147.199951171875,19089.873046875,
2013-07-01,135.28829956054688,68.13066864013672,1113.300048828125,19591.521484375,
2013-08-01,131.23065185546875,67.86092376708984,1111.699951171875,19828.755859375,
2013-09-01,135.3836212158203,71.14007568359375,1075.800048828125,20619.52734375,
2013-10-01,141.6527862548828,74.66645050048828,1058.199951171875,21113.76953125,
2013-11-01,145.85108947753906,77.31795501708984,1060.0999755859375,21303.55078125,
2013-12-01,149.6324920654297,79.58114624023438,1054.300048828125,21082.140625,
2014-01-01,144.3582000732422,78.05210876464844,1079.300048828125,20188.560546875,
2014-02-01,150.92877197265625,82.07369995117188,1068.699951171875,20548.3671875,
2014-03-01,152.18087768554688,79.83014678955078,1066.550048828125,20552.318359375,
2014-04-01,153.23873901367188,79.57518005371094,1029.43994140625,20361.662109375,
2014-05-01,156.79481506347656,83.14464569091797,1018.5399780273438,20748.697265625,
2014-06-01,160.03184509277344,85.74193572998047,1013.2999877929688,20748.697265625,
2014-07-01,157.8813018798828,86.75536346435547,1023.5999755859375,21545.984375,
2014-08-01,164.1119384765625,91.10137939453125,1014.2000122070312,21138.859375,
2014-09-01,161.84779357910156,90.41204833984375,1052.199951171875,20448.328125,
2014-10-01,165.6595001220703,92.80072784423828,1053.800048828125,19933.427734375,
2014-11-01,170.21051025390625,97.01976776123047,1099.0999755859375,20184.89453125,
2014-12-01,169.77874755859375,94.84593963623047,1095.300048828125,19693.943359375,
2015-01-01,164.74830627441406,92.87091827392578,1098.800048828125,20240.775390625,
2015-02-01,174.00791931152344,99.57673645019531,1100.6700439453125,20288.671875,
2015-03-01,171.27500915527344,97.22772979736328,1105.5,20695.796875,
2015-04-01,172.95933532714844,99.09679412841797,1068.969970703125,21528.302734375,
2015-05-01,175.18289184570312,101.32493591308594,1107.0,21043.623046875,
2015-06-01,171.62457275390625,98.80792999267578,1118.219970703125,20320.625,
2015-07-01,175.5014190673828,103.3113784790039,1170.77001953125,19637.96875,
2015-08-01,164.80453491210938,96.26090240478516,1177.5999755859375,18712.8359375,
2015-09-01,160.59947204589844,94.13613891601562,1194.1600341796875,19100.66015625,
2015-10-01,174.2599334716797,104.83929443359375,1139.8599853515625,20260.111328125,9940.9267578125
2015-11-01,174.89697265625,105.4776382446289,1154.8299560546875,19787.4375,10253.7666015625
2015-12-01,171.87423706054688,103.79548645019531,1175.43994140625,19670.28125,10286.453125
2016-01-01,163.31729125976562,96.62279510498047,1205.6300048828125,19007.736328125,10533.92578125
2016-02-01,163.18234252929688,95.11031341552734,1241.1300048828125,19334.970703125,9749.4833984375
2016-03-01,174.158935546875,101.62783813476562,1140.22998046875,20163.158203125,10038.9814453125
2016-04-01,174.84535217285156,98.3891372680664,1134.0,20118.6015625,9954.7763671875
2016-05-01,177.81976318359375,102.68876647949219,1198.449951171875,19995.17578125,9959.4599609375
2016-06-01,178.43783569335938,100.34950256347656,1152.1500244140625,20077.45703125,9673.5673828125
2016-07-01,184.94569396972656,107.52532196044922,1123.3499755859375,20673.998046875,9889.1611328125
2016-08-01,185.16712951660156,108.65444946289062,1118.3800048828125,21060.888671875,9331.4296875
2016-09-01,185.17788696289062,111.0595474243164,1101.6199951171875,21126.744140625,9453.287109375
2016-10-01,181.9674530029297,109.44114685058594,1146.699951171875,21015.609375,8801.8212890625
2016-11-01,188.6708526611328,109.91826629638672,1167.8599853515625,20916.830078125,8361.2626953125
2016-12-01,192.4955596923828,111.16280364990234,1205.2900390625,21670.033203125,8783.0732421875
2017-01-01,195.94020080566406,116.87666320800781,1169.2099609375,22423.2421875,8534.673828125
2017-02-01,203.6389923095703,121.9901123046875,1133.93994140625,22526.134765625,8637.783203125
2017-03-01,203.89353942871094,124.46269226074219,1117.02001953125,23493.361328125,8689.3369140625
2017-04-01,205.91744995117188,127.85677337646484,1129.93994140625,24054.685546875,8906.1044921875
2017-05-01,208.82347106933594,132.8397674560547,1123.9000244140625,25594.462890625,9327.5009765625
2017-06-01,210.15475463867188,129.7606201171875,1146.1400146484375,26213.716796875,9748.8935546875
2017-07-01,214.47430419921875,135.03062438964844,1124.050048828125,26408.73828125,9578.44140625
2017-08-01,215.10008239746094,137.83056640625,1123.3299560546875,25863.1015625,9791.5068359375
2017-09-01,219.43418884277344,137.4236602783203,1145.93994140625,26610.205078125,10231.8408203125
2017-10-01,224.6049346923828,143.75396728515625,1123.449951171875,28041.7734375,11396.595703125
2017-11-01,231.47024536132812,146.5884246826172,1080.6600341796875,27336.005859375,12854.9033203125
2017-12-01,234.2775421142578,147.47247314453125,1069.489990234375,27541.85546875,13508.3017578125
2018-01-01,247.48114013671875,160.38674926757812,1072.5400390625,28319.04296875,15927.7724609375
2018-02-01,238.48263549804688,158.31329345703125,1079.3900146484375,26626.03515625,14597.2998046875
2018-03-01,231.94569396972656,151.8559112548828,1062.0,26852.890625,14767.7529296875
2018-04-01,233.14443969726562,152.6240997314453,1067.5999755859375,27531.130859375,14184.90234375
2018-05-01,238.81204223632812,161.28228759765625,1075.030029296875,26508.302734375,14146.8740234375
2018-06-01,240.18539428710938,163.1291046142578,1120.5400390625,25609.0625,13224.6630859375
2018-07-01,249.0833740234375,167.6908721923828,1116.6700439453125,25459.84765625,12112.3095703125
2018-08-01,257.0341796875,177.38450622558594,1115.449951171875,25592.248046875,13143.8525390625
2018-09-01,258.5622863769531,176.8848876953125,1112.31005859375,25733.193359375,13452.83984375
2018-10-01,240.694580078125,161.6803741455078,1137.699951171875,22611.830078125,10728.99609375
2018-11-01,245.1593017578125,161.251953125,1117.02001953125,23271.58984375,11361.2314453125
2018-12-01,223.57337951660156,147.28639221191406,1116.300048828125,22774.625,11218.623046875
2019-01-01,241.47389221191406,160.55801391601562,1109.0,24869.583984375,11465.8125
2019-02-01,249.30149841308594,165.3606414794922,1115.0999755859375,24681.080078125,11931.671875
2019-03-01,253.81398010253906,171.85025024414062,1134.3199462890625,24141.271484375,11532.3642578125
2019-04-01,264.182861328125,181.3008575439453,1158.7900390625,24819.345703125,11625.3310546875
2019-05-01,247.33566284179688,166.38848876953125,1188.3800048828125,22964.1015625,10383.369140625
2019-06-01,264.546875,179.01742553710938,1155.510009765625,24231.41796875,9776.830078125
2019-07-01,268.546630859375,183.19720458984375,1180.6500244140625,23281.6328125,9112.5263671875
2019-08-01,264.05029296875,179.71730041503906,1207.1600341796875,22587.6328125,8607.076171875
2019-09-01,269.18817138671875,181.36691284179688,1201.9100341796875,23945.0703125,8674.4716796875
2019-10-01,275.13848876953125,189.31089782714844,1163.699951171875,24206.7265625,9820.154296875
2019-11-01,285.0979919433594,197.01475524902344,1177.010009765625,24241.734375,9165.4775390625
2019-12-01,293.3816223144531,204.67147827148438,1156.3499755859375,26062.052734375,10027.1484375
2020-01-01,293.2630920410156,210.8902130126953,1187.1199951171875,25303.763671875,9333.9619140625
2020-02-01,270.04681396484375,198.11570739746094,1211.31005859375,23835.41796875,9069.201171875
2020-03-01,236.32569885253906,183.68133544921875,1222.699951171875,21113.501953125,8939.23046875
2020-04-01,266.3351135253906,211.18528747558594,1210.7900390625,23011.7578125,9684.7333984375
2020-05-01,279.02471923828125,225.1253662109375,1237.97998046875,23862.88671875,10605.46484375
2020-06-01,283.97308349609375,239.27828979492188,1198.489990234375,25017.044921875,11326.4609375
2020-07-01,300.69683837890625,256.8568420410156,1189.56005859375,26723.4375,12393.3408203125
2020-08-01,321.68450927734375,284.9692077636719,1179.5899658203125,27451.126953125,13089.978515625
2020-09-01,309.63946533203125,268.5019226074219,1167.8599853515625,27754.69921875,12880.4990234375
2020-10-01,301.9190368652344,260.32623291015625,1129.52001953125,26953.92578125,11784.3896484375
2020-11-01,334.76080322265625,289.5498962402344,1104.3299560546875,31018.482421875,13216.6396484375
2020-12-01,347.16314697265625,303.744873046875,1086.4200439453125,35324.484375,15062.974609375
2021-01-01,343.6254577636719,304.5387878417969,1112.2900390625,36820.6171875,14044.8115234375
2021-02-01,353.1801452636719,304.1321716308594,1119.1300048828125,37339.8984375,13314.0712890625
2021-03-01,369.2142639160156,309.3533935546875,1132.3199462890625,37769.671875,13932.763671875
2021-04-01,388.74957275390625,327.6356506347656,1106.6300048828125,38461.84375,13784.224609375
2021-05-01,391.3021240234375,323.6999206542969,1112.8499755859375,38884.69921875,13774.38671875
2021-06-01,400.07806396484375,343.97052001953125,1130.510009765625,39916.83203125,14340.1201171875
2021-07-01,409.8449401855469,353.811279296875,1142.1199951171875,38684.10546875,14217.134765625
2021-08-01,422.04180908203125,368.73748779296875,1165.510009765625,38228.83203125,14797.626953125
2021-09-01,402.3724060058594,347.7815246582031,1187.4300537109375,36598.98046875,14428.669921875
2021-10-01,430.60430908203125,375.131103515625,1167.3699951171875,35427.48046875,14113.8271484375
2021-11-01,427.1444396972656,382.6218566894531,1190.739990234375,34154.5546875,14207.294921875
2021-12-01,446.89892578125,387.0310363769531,1189.8900146484375,36381.01953125,14827.142578125
2022-01-01,423.3289489746094,353.17718505859375,1207.7099609375,33132.17578125,12136.21875
2022-02-01,410.8334655761719,337.36920166015625,1197.5899658203125,33456.65234375,12219.8486328125
2022-03-01,426.27685546875,353.1171569824219,1210.43994140625,33890.7890625,12918.40625
2022-04-01,388.86297607421875,305.1082458496094,1272.2900390625,32924.29296875,12314.7587890625
2022-05-01,389.74078369140625,300.2674560546875,1236.1700439453125,32859.390625,12369.18359375
2022-06-01,357.6025695800781,273.5199279785156,1301.72998046875,28626.802734375,10360.427734375
2022-07-01,390.5332336425781,307.8514709472656,1295.1500244140625,30026.845703125,11270.7998046875
2022-08-01,374.59869384765625,292.052001953125,1350.18994140625,29883.1328125,11275.748046875
2022-09-01,339.9686584472656,261.28265380859375,1430.1700439453125,26216.123046875,9435.212890625
2022-10-01,367.5998229980469,271.733642578125,1421.6500244140625,27961.162109375,9929.98046875
2022-11-01,388.03515625,286.7989501953125,1325.3699951171875,29930.0625,10216.9462890625
2022-12-01,365.67333984375,260.9479064941406,1260.260009765625,27615.904296875,9539.1142578125
2023-01-01,388.6696472167969,288.72039794921875,1231.5,30072.5234375,10117.9921875
2023-02-01,378.8974304199219,287.6815490722656,1318.3499755859375,29838.716796875,11300.4873046875
2023-03-01,392.9461364746094,314.9903869628906,1296.5,30572.873046875,12458.2421875
2023-04-01,399.223388671875,316.59027099609375,1339.3900146484375,30930.5078125,12890.466796875
2023-05-01,401.0663146972656,341.549560546875,1319.7900390625,32205.65234375,12979.8798828125
2023-06-01,427.0553283691406,363.0802917480469,1323.0699462890625,32196.173828125,13104.06640625
2023-07-01,441.0343017578125,377.09564208984375,1272.3900146484375,32689.162109375,14832.7294921875
2023-08-01,433.8665771484375,371.5032958984375,1323.030029296875,31831.166015625,14683.70703125
2023-09-01,413.28631591796875,352.6313781738281,1347.8499755859375,31167.5234375,13123.935546875
2023-10-01,404.3144226074219,345.34783935546875,1348.0699462890625,29161.470703125,11375.40234375
2023-11-01,441.24609375,382.7104187011719,1288.3599853515625,32295.421875,13054.3916015625
2023-12-01,461.3913269042969,404.0923156738281,1277.8399658203125,34402.16015625,13849.1796875
2024-01-01,468.7396240234375,411.443603515625,1326.6199951171875,32266.29296875,12353.984375
2024-02-01,493.20172119140625,433.1816101074219,1333.3800048828125,34178.62109375,13893.8857421875
2024-03-01,509.3303527832031,438.7045593261719,1349.800048828125,36195.859375,15071.166015625
2024-04-01,488.7943420410156,419.5165710449219,1374.6400146484375,35381.23828125,14321.3798828125
2024-05-01,513.5174560546875,445.32452392578125,1375.6199951171875,34763.39453125,13217.0556640625
2024-06-01,531.6343994140625,474.1375732421875,1386.949951171875,37210.63671875,13520.49609375
2024-07-01,538.0719604492188,466.18096923828125,1383.5,36950.72265625,13306.595703125
2024-08-01,550.6443481445312,471.3270263671875,1332.8800048828125,35181.9375,12839.0
2024-09-01,562.21044921875,483.6833190917969,1309.300048828125,33650.60546875,12799.2041015625
2024-10-01,557.1935424804688,479.501220703125,1378.5699462890625,33148.828125,12644.9970703125
2024-11-01,590.4209594726562,505.1585388183594,1393.300048828125,31743.51953125,11286.978515625
2024-12-01,576.2152099609375,507.4521484375,1467.3900146484375,31179.44921875,11217.3359375
2025-01-01,591.6903686523438,518.4303588867188,1441.6600341796875,32632.970703125,12252.017578125
2025-02-01,584.1788940429688,504.4147644042969,1449.8599853515625,32959.83984375,12570.380859375
2025-03-01,551.6289672851562,466.1488952636719,1469.4100341796875,33042.77734375,11122.822265625
2025-04-01,546.8462524414062,472.66015625,1431.1600341796875,33531.6953125,11629.0283203125
2025-05-01,581.2128295898438,516.0423583984375,1370.4100341796875,35710.48828125,11888.671875
2025-06-01,611.0791015625,548.995849609375,1363.5899658203125,41204.41015625,12632.6494140625
