threshold_pct,hold_sessions,signal_date,entry_date,exit_date,us_leader,kr_target,leader_return_pct,sector_net_pct,benchmark_net_pct,sector_minus_benchmark_pct,sector_inverse_50_50_net_pct
1.0,1,2018-04-16,2018-10-25,2018-10-25,ITA,309230.KS,1.0522171902997979,-0.26096839959225493,0.27725637181408214,-0.5382247714063371,-0.4771969069784452
1.0,1,2018-04-17,2018-04-18,2018-04-18,SOXX,091160.KS,1.8942286522822593,-0.891525142751882,0.24094075571450177,-1.1324658984663838,-0.8778271666335056
1.0,1,2018-04-18,2018-09-12,2018-09-12,LIT,305720.KS,1.3165902914907601,-1.8641353383458745,-0.4146384720327476,-1.449496866313127,-1.0370676691729372
1.0,1,2018-04-19,2018-04-20,2018-04-20,XLF,139220.KS,1.530067071088359,0.2842339373970262,-0.39561484918794276,0.679848786584969,0.11928623739202358
1.0,1,2018-04-26,2018-04-27,2018-04-27,SOXX,091160.KS,2.043349833846153,-1.5206159895150737,-0.30339975093399785,-1.2172162385810759,-0.9893774736657266
1.0,1,2018-05-01,2018-05-02,2018-05-02,SOXX,091160.KS,1.6417844829971662,-1.7605359877488467,-0.5673093055771359,-1.1932266821717108,-0.8606832762664449
1.0,1,2018-05-04,2018-05-08,2018-05-08,SOXX,091160.KS,2.34640071327743,-2.017110587310945,-1.1360712603986753,-0.8810393269122696,-0.6616243158411759
1.0,1,2018-05-07,2018-10-25,2018-10-25,ITA,309230.KS,1.345928247036987,-0.26096839959225493,0.27725637181408214,-0.5382247714063371,-0.4771969069784452
1.0,1,2018-05-08,2018-10-25,2018-10-25,ITA,309230.KS,1.5304270234680617,-0.26096839959225493,0.27725637181408214,-0.5382247714063371,-0.4771969069784452
1.0,1,2018-05-09,2018-05-10,2018-05-10,SOXX,091160.KS,1.5235409124792598,-0.2879879118736559,-0.06770750988143262,-0.2202804019922233,-0.3713430587100728
1.0,1,2018-05-10,2018-05-11,2018-05-11,SOXX,091160.KS,1.8206890972910728,0.0027659574468143766,-0.03709839673058471,0.039864354177399086,-0.18578628997010327
1.0,1,2018-05-11,2018-05-14,2018-05-14,XLV,227550.KS,1.4912016558962904,1.22218197135635,-0.6639051494756529,1.886087120832003,0.7121915627597888
1.0,1,2018-05-14,2018-05-15,2018-05-15,SOXX,091160.KS,1.2226810529150534,-0.17092986911506716,-1.0595909376966648,0.8886610685815977,0.21970733779685858
1.0,1,2018-05-16,2018-05-17,2018-05-17,SOXX,091160.KS,1.2866121638863914,-0.502226767971937,-0.8723560952531026,0.37012932728116565,0.1762371483645655
1.0,1,2018-05-17,2018-09-12,2018-09-12,LIT,305720.KS,1.5169513117903044,-1.8641353383458745,-0.4146384720327476,-1.449496866313127,-1.0370676691729372
1.0,1,2018-05-21,2018-10-25,2018-10-25,ITA,309230.KS,1.501785591520477,-0.26096839959225493,0.27725637181408214,-0.5382247714063371,-0.4771969069784452
1.0,1,2018-05-30,2018-05-31,2018-05-31,XLF,139220.KS,1.820217526416501,-0.9378020378457039,-0.2742673521850878,-0.6635346856606161,-0.4532252345302532
1.0,1,2018-06-01,2018-06-04,2018-06-04,SOXX,091160.KS,2.2781943238228353,-0.997992495309564,0.1569432035737108,-1.1549356988832749,-0.8465184788593103
1.0,1,2018-06-04,2018-09-12,2018-09-12,LIT,305720.KS,1.041343100254255,-1.8641353383458745,-0.4146384720327476,-1.449496866313127,-1.0370676691729372
1.0,1,2018-06-06,2018-06-07,2018-06-07,XLF,139220.KS,1.821497589347243,-1.5552914798206205,0.18463299131807795,-1.7399244711386985,-1.0868941059233814
1.0,1,2018-06-22,2018-09-12,2018-09-12,LIT,305720.KS,1.2258600019628307,-1.8641353383458745,-0.4146384720327476,-1.449496866313127,-1.0370676691729372
1.0,1,2018-07-05,2018-07-06,2018-07-06,SOXX,091160.KS,2.6747560602121023,0.5924691358024639,0.5421367521367673,0.05033238366569659,-0.22417328708366302
1.0,1,2018-07-06,2018-07-09,2018-07-09,XLV,227550.KS,1.4388775682102617,-0.015258033106136742,0.570719619823489,-0.5859776529296257,-0.45535559690341265
1.0,1,2018-07-09,2018-07-10,2018-07-10,XLF,139220.KS,2.287233006613909,-1.2626315789473717,-0.478366320026836,-0.7842652589205357,-0.5050127825345982
1.0,1,2018-07-10,2018-07-11,2018-07-11,SOXX,091160.KS,1.0586894179164696,-0.7703362017210234,-0.057535151617816666,-0.7128010501032067,-0.6424910254606628
1.0,1,2018-07-12,2018-10-25,2018-10-25,ITA,309230.KS,1.6833434243650691,-0.26096839959225493,0.27725637181408214,-0.5382247714063371,-0.4771969069784452
1.0,1,2018-07-16,2018-07-17,2018-07-17,XLF,139220.KS,1.779112904333835,-0.3882531194295833,-0.34395847287340775,-0.04429464655617554,-0.29912655971479163
1.0,1,2018-07-17,2018-07-18,2018-07-18,SOXX,091160.KS,1.4366709107035636,-0.6380155642023331,-0.9606255212677115,0.3226099570653784,0.0023488070461255006
1.0,1,2018-07-18,2018-07-19,2018-07-19,XLF,139220.KS,1.6005764665632416,-0.9466482504604143,-0.8296616982079961,-0.11698655225241827,-0.30847061713459945
1.0,1,2018-07-23,2018-07-24,2018-07-24,XLF,139220.KS,1.3788234293506951,3.2445454545454657,-0.09187647654402922,3.336421931089495,1.4407616331640885
1.0,1,2018-07-25,2018-07-26,2018-07-26,XLV,227550.KS,1.2766372805324888,-0.9958546168958757,-0.1092612491605092,-0.8865933677353666,-0.5644361614117586
1.0,1,2018-07-26,2018-07-27,2018-07-27,SOXX,091160.KS,1.9525235705853516,2.840153531218025,-0.04249581239530545,2.8826493436133305,1.160993560678352
1.0,1,2018-07-31,2018-10-25,2018-10-25,ITA,309230.KS,2.561038975999108,-0.26096839959225493,0.27725637181408214,-0.5382247714063371,-0.4771969069784452
1.0,1,2018-08-03,2018-09-12,2018-09-12,LIT,305720.KS,1.2736702829578617,-1.8641353383458745,-0.4146384720327476,-1.449496866313127,-1.0370676691729372
1.0,1,2018-08-08,2018-09-12,2018-09-12,LIT,305720.KS,1.4800989839187872,-1.8641353383458745,-0.4146384720327476,-1.449496866313127,-1.0370676691729372
1.0,1,2018-08-16,2018-10-25,2018-10-25,ITA,309230.KS,1.3785186010101258,-0.26096839959225493,0.27725637181408214,-0.5382247714063371,-0.4771969069784452
1.0,1,2018-08-21,2018-08-22,2018-08-22,SOXX,091160.KS,1.9492141240017524,-0.9990808274685468,0.04632262474368784,-1.0454034522122346,-0.7559408679356348
1.0,1,2018-08-24,2018-08-27,2018-08-27,SOXX,091160.KS,1.4500633127179086,1.2032762312633718,-0.07522911051212147,1.2785053417754932,0.38143074235979424
1.0,1,2018-08-27,2018-09-12,2018-09-12,LIT,305720.KS,1.8489560922777981,-1.8641353383458745,-0.4146384720327476,-1.449496866313127,-1.0370676691729372
1.0,1,2018-09-06,2018-10-25,2018-10-25,ITA,309230.KS,1.0763816095288536,-0.26096839959225493,0.27725637181408214,-0.5382247714063371,-0.4771969069784452
1.0,1,2018-09-10,2018-09-11,2018-09-11,SOXX,091160.KS,1.0589086221006294,-0.5318193520703738,-0.4654060956921455,-0.06641325637822826,-0.332944603901548
1.0,1,2018-09-13,2018-09-14,2018-09-14,XLV,227550.KS,1.2406999406709973,-0.3972659176029967,0.7225194981349539,-1.1197854157379505,-0.7619981230490134
1.0,1,2018-09-14,2018-10-25,2018-10-25,ITA,309230.KS,1.4388345173204309,-0.26096839959225493,0.27725637181408214,-0.5382247714063371,-0.4771969069784452
1.0,1,2018-09-18,2018-10-25,2018-10-25,ITA,309230.KS,1.2092730183761224,-0.26096839959225493,0.27725637181408214,-0.5382247714063371,-0.4771969069784452
1.0,1,2018-09-19,2018-09-20,2018-09-20,XLF,139220.KS,1.69909154704313,-1.477828843106189,0.394331039113637,-1.872159882219826,-1.1523184308052168
1.0,1,2018-09-20,2018-09-21,2018-09-21,SOXX,091160.KS,1.2115638134754247,-0.7405039787798393,-0.09352745424293743,-0.6469765245369019,-0.5530730010630711
1.0,1,2018-09-21,2018-09-27,2018-09-27,LIT,305720.KS,1.080445550540654,1.523531451213488,0.7558617818484539,0.7676696693650342,0.11328746473717644
1.0,1,2018-09-25,2018-10-25,2018-10-25,ITA,309230.KS,1.015429734710449,-0.26096839959225493,0.27725637181408214,-0.5382247714063371,-0.4771969069784452
1.0,1,2018-10-12,2018-10-15,2018-10-15,LIT,305720.KS,2.220724356817372,-0.21,-0.4965842736879953,0.28658427368799533,0.04380710659898
1.0,1,2018-10-15,2018-10-25,2018-10-25,ITA,309230.KS,1.4227525700815535,-0.26096839959225493,0.27725637181408214,-0.5382247714063371,-0.4771969069784452
1.0,1,2018-10-16,2018-10-17,2018-10-17,SOXX,091160.KS,3.2570422149511113,-0.16095635115252008,-0.1388256227758076,-0.022130728376712483,-0.14895516608027884
1.0,1,2018-10-17,2018-10-18,2018-10-18,XLF,139220.KS,1.0093517271507757,-1.7889473684210464,-0.7453319057815664,-1.04361546263948,-0.7085645933014371
