month,SCHG,BIL,KRW=X
2022-08-01,15.242351531982422,77.30287170410156,1350.18994140625
2022-09-01,13.714266777038574,77.46271514892578,1430.1700439453125
2022-10-01,14.323680877685547,77.58553314208984,1421.6500244140625
2022-11-01,14.898693084716797,77.8300552368164,1325.3699951171875
2022-12-01,13.673027992248535,78.11225128173828,1260.260009765625
2023-01-01,15.031474113464355,78.33428192138672,1231.5
2023-02-01,14.844437599182129,78.60513305664062,1318.3499755859375
2023-03-01,16.05954360961914,78.9188461303711,1296.5
2023-04-01,16.281326293945312,79.20535278320312,1339.3900146484375
2023-05-01,17.318777084350586,79.50251007080078,1319.7900390625
2023-06-01,18.491806030273438,79.86869812011719,1323.0699462890625
2023-07-01,19.14561653137207,80.1770248413086,1272.3900146484375
2023-08-01,18.963048934936523,80.57524871826172,1323.030029296875
2023-09-01,17.961639404296875,80.89680480957031,1347.8499755859375
2023-10-01,17.68994140625,81.24542999267578,1348.0699462890625
2023-11-01,19.66097640991211,81.62583923339844,1288.3599853515625
2023-12-01,20.523914337158203,81.97481536865234,1277.8399658203125
2024-01-01,21.060760498046875,82.32465362548828,1326.6199951171875
2024-02-01,22.51297378540039,82.69041442871094,1333.3800048828125
2024-03-01,22.962646484375,83.02961730957031,1349.800048828125
2024-04-01,22.053747177124023,83.38842010498047,1374.6400146484375
2024-05-01,23.39108657836914,83.76978302001953,1375.6199951171875
2024-06-01,25.000146865844727,84.1042709350586,1386.949951171875
2024-07-01,24.75966453552246,84.48344421386719,1383.5
2024-08-01,25.19599723815918,84.8735122680664,1332.8800048828125
2024-09-01,25.85555076599121,85.23185729980469,1309.300048828125
2024-10-01,25.741390228271484,85.568359375,1378.5699462890625
2024-11-01,27.587860107421875,85.88557434082031,1393.300048828125
2024-12-01,27.698453903198242,86.23180389404297,1467.3900146484375
2025-01-01,28.274885177612305,86.53362274169922,1441.6600341796875
2025-02-01,27.11208152770996,86.81376647949219,1449.8599853515625
2025-03-01,24.91129493713379,87.0976791381836,1469.4100341796875
2025-04-01,25.289339065551758,87.39401245117188,1431.1600341796875
2025-05-01,27.4183406829834,87.71141815185547,1370.4100341796875
2025-06-01,29.088397979736328,88.00499725341797,1363.5899658203125
2025-07-01,30.094192504882812,88.31880950927734,1392.52001953125
2025-08-01,30.392942428588867,88.64625549316406,1384.4100341796875
2025-09-01,31.80710792541504,88.93900299072266,1399.3299560546875
2025-10-01,33.272369384765625,89.25125122070312,1424.02001953125
2025-11-01,32.694236755371094,89.50789642333984,1461.4000244140625
2025-12-01,32.54645538330078,89.80792236328125,1437.9100341796875
2026-01-01,31.927852630615234,90.07328796386719,1428.760009765625
2026-02-01,30.67069435119629,90.31380462646484,1432.3199462890625
2026-03-01,29.100004196166992,90.57374572753906,1516.1300048828125
2026-04-01,32.87611389160156,90.8354263305664,1487.3800048828125
2026-05-01,35.08383560180664,91.12373352050781,1495.2900390625
2026-06-01,33.84000015258789,91.37200164794922,1541.72998046875
