actual_net_pct,close_reason,closed_at,entry_price,exit_price,fee_pct_round_trip,filled_at,market,net_alignment_residual_pct,pnl_pct_net,prefill_below_vwap10,prefill_down_count3,prefill_fall_0p3,prefill_fall_0p5,prefill_fall_0p7,prefill_fall_1p0,prefill_ret_5m_pct,probe_confirmed_w15_t0p3,probe_confirmed_w15_t0p5,probe_confirmed_w15_t0p7,probe_confirmed_w15_t1p0,probe_confirmed_w30_t0p3,probe_confirmed_w30_t0p5,probe_confirmed_w30_t0p7,probe_confirmed_w30_t1p0,probe_confirmed_w60_t0p3,probe_confirmed_w60_t0p5,probe_confirmed_w60_t0p7,probe_confirmed_w60_t1p0,probe_exposure_w15_t0p3,probe_exposure_w15_t0p5,probe_exposure_w15_t0p7,probe_exposure_w15_t1p0,probe_exposure_w30_t0p3,probe_exposure_w30_t0p5,probe_exposure_w30_t0p7,probe_exposure_w30_t1p0,probe_exposure_w60_t0p3,probe_exposure_w60_t0p5,probe_exposure_w60_t0p7,probe_exposure_w60_t1p0,probe_net_w15_t0p3_pct,probe_net_w15_t0p5_pct,probe_net_w15_t0p7_pct,probe_net_w15_t1p0_pct,probe_net_w30_t0p3_pct,probe_net_w30_t0p5_pct,probe_net_w30_t0p7_pct,probe_net_w30_t1p0_pct,probe_net_w60_t0p3_pct,probe_net_w60_t0p5_pct,probe_net_w60_t0p7_pct,probe_net_w60_t1p0_pct,qty,session_date,ticker,v2_decision_id
-0.276289,CLOSED_CLAUDE_PRICE_STOP,2026-05-29T13:35:52+00:00,440.1656,438.07,0.5,2026-05-27T15:24:32+00:00,US,0.6998045429756419,-0.276289,1,2,0,0,0,0,-0.2686246913894408,1,0,0,0,1,0,0,0,1,0,0,0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.5012365891096328,-0.09209633333333334,-0.09209633333333334,-0.09209633333333334,-0.5012365891096328,-0.09209633333333334,-0.09209633333333334,-0.09209633333333334,-0.5012365891096328,-0.09209633333333334,-0.09209633333333334,-0.09209633333333334,1.0,2026-05-27,TSLA,dec_20260527_US_TSLA_8c9b5957
-1.88915,CLOSED_CLAUDE_PRICE_PRE_CLOSE,2026-05-27T16:14:25+00:00,64.03,63.15,0.5,2026-05-27T16:14:21+00:00,US,-0.014794229267528491,-1.88915,1,1,0,0,0,0,-0.4966625691580351,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.6297166666666667,-0.6297166666666667,-0.6297166666666667,-0.6297166666666667,-0.6297166666666667,-0.6297166666666667,-0.6297166666666667,-0.6297166666666667,-0.6297166666666667,-0.6297166666666667,-0.6297166666666667,-0.6297166666666667,4.0,2026-05-27,IREN,dec_20260527_US_IREN_306dd096
3.587591,CLOSED_CLAUDE_SELL,2026-05-28T19:51:35+00:00,47.95,49.91,0.5,2026-05-28T13:56:03+00:00,US,-2.4087589833854395e-07,3.587591,1,3,1,0,0,0,-0.3948023412134738,0,0,0,0,1,0,0,0,1,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.1958636666666667,1.1958636666666667,1.1958636666666667,1.1958636666666667,3.3292240148633185,1.1958636666666667,1.1958636666666667,1.1958636666666667,3.3292240148633185,3.2205125455065735,2.8502186666627396,2.8502186666627396,3.0,2026-05-28,APLD,dec_20260528_US_APLD_9ffb10c5
3.797195,CLOSED_CLAUDE_PRICE_TARGET,2026-05-28T15:30:36+00:00,221.37,230.8827,0.5,2026-05-28T14:33:14+00:00,US,2.581650577759831e-07,3.797195,0,1,0,0,0,0,0.43756118970113,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5172111192200934,3.319928435785978,3.259568167600789,2.8782393295881823,3.5172111192200934,3.319928435785978,3.259568167600789,2.8782393295881823,3.5172111192200934,3.319928435785978,3.259568167600789,2.8782393295881823,1.0,2026-05-28,NBIS,dec_20260528_US_NBIS_0dbe73dd
-2.624029,CLOSED_LOSS_CAP,2026-05-28T15:11:28+00:00,328.15,321.18,0.5,2026-05-28T14:33:16+00:00,US,-3.5456347369233754e-07,-2.624029,1,1,0,0,0,0,-0.17487012127582746,1,1,0,0,1,1,0,0,1,1,0,0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,-2.976060271307311,-2.976060271307311,-0.8746763333333334,-0.8746763333333334,-2.976060271307311,-2.976060271307311,-0.8746763333333334,-0.8746763333333334,-2.976060271307311,-2.976060271307311,-0.8746763333333334,-0.8746763333333334,1.0,2026-05-28,MDB,dec_20260528_US_MDB_e2073e0c
9.137431,CLOSED_CLAUDE_PRICE_TARGET,2026-06-01T13:23:54+00:00,424.94,462.56,0.5,2026-05-28T14:33:17+00:00,US,0.7844164567703569,9.137431,1,3,1,1,0,0,-0.6063798589285851,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.045810333333333,3.045810333333333,3.045810333333333,3.045810333333333,3.045810333333333,3.045810333333333,3.045810333333333,3.045810333333333,3.045810333333333,3.045810333333333,3.045810333333333,3.045810333333333,1.0,2026-05-28,MSFT,dec_20260528_US_MSFT_0355c43b
0.503486,CLOSED_CLAUDE_SELL,2026-05-28T19:46:05+00:00,212.26,214.39,0.5,2026-05-28T15:15:29+00:00,US,-2.903985697466638e-07,0.503486,1,2,0,0,0,0,-0.07060583193688741,1,0,0,0,1,0,0,0,1,0,0,0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2947624838686369,0.16782866666666665,0.16782866666666665,0.16782866666666665,0.2947624838686369,0.16782866666666665,0.16782866666666665,0.16782866666666665,0.2947624838686369,0.16782866666666665,0.16782866666666665,0.16782866666666665,1.0,2026-05-28,NVDA,dec_20260528_US_NVDA_7c2dd07b
-4.089933,CLOSED_LOSS_CAP,2026-05-28T17:31:01+00:00,27.02,26.05,0.5,2026-05-28T15:50:19+00:00,US,3.826794880978923e-07,-4.089933,1,2,0,0,0,0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-4.2914901952983975,-1.363311,-1.363311,-1.363311,-4.2914901952983975,-1.363311,-1.363311,-1.363311,-4.2914901952983975,-1.363311,-1.363311,-1.363311,11.0,2026-05-28,RGTI,dec_20260528_US_RGTI_f2d12b20
-0.045846,CLOSED_PROFIT_LADDER,2026-06-01T13:25:02+00:00,18.08,18.2,0.5,2026-05-29T13:37:02+00:00,US,-0.2095628141592875,-0.045846,0,1,0,0,0,0,0.5828556932690798,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7797171511558628,-0.7797171511558628,-0.7797171511558628,-0.7797171511558628,-0.7797171511558628,-0.7797171511558628,-0.7797171511558628,-0.7797171511558628,-0.7797171511558628,-0.7797171511558628,-0.7797171511558628,-0.7797171511558628,8.0,2026-05-29,SOFI,dec_20260529_US_SOFI_998478ac
-2.595414,CLOSED_LOSS_CAP,2026-05-29T14:27:00+00:00,255.08,249.97,0.5,2026-05-29T13:42:01+00:00,US,-0.09212091547749379,-2.595414,0,2,0,0,0,0,0.6274825439098519,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.792034573641404,-3.02540547135366,-3.6090441315955006,-3.6090441315955006,-2.792034573641404,-3.02540547135366,-3.6090441315955006,-3.6090441315955006,-2.792034573641404,-3.02540547135366,-3.6090441315955006,-3.6090441315955006,1.0,2026-05-29,QCOM,dec_20260529_US_QCOM_0302f8ee
7.091553,CLOSED_CLAUDE_PRICE_TARGET,2026-06-01T13:32:00+00:00,74.5,79.8,0.5,2026-05-29T14:02:34+00:00,US,0.4774590402684513,7.091553,0,0,0,0,0,0,0.11825215286764834,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.7054543594450635,6.7054543594450635,6.201772984334617,6.201772984334617,6.7054543594450635,6.7054543594450635,6.201772984334617,6.201772984334617,6.7054543594450635,6.7054543594450635,6.201772984334617,6.201772984334617,2.0,2026-05-29,RBRK,dec_20260529_US_RBRK_6d550591
1.555217,CLOSED_CLAUDE_PRICE_TARGET,2026-05-29T15:15:42+00:00,285.22,291.41,0.5,2026-05-29T14:18:14+00:00,US,-0.11503754035482117,1.555217,0,2,0,0,0,0,-0.26509810567263425,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0126947162378077,1.0126947162378077,1.0126947162378077,0.8298743584961064,1.0126947162378077,1.0126947162378077,1.0126947162378077,0.8298743584961064,1.0126947162378077,1.0126947162378077,1.0126947162378077,0.8298743584961064,1.0,2026-05-29,IBM,dec_20260529_US_IBM_95b04c87
