date,open,high,low,close,volume
2024-11-14,582.0382990663625,583.5225251488206,568.6902112678276,570.9892578125,1670500
2024-11-15,575.5970630950771,577.3238051417242,569.5148031092756,575.7716674804688,2007700
2024-11-18,576.9066153239041,577.2558240526342,567.2156290417148,570.3877563476562,1848900
2024-11-19,562.3071065958571,567.2544670637242,558.28137770619,563.9756469726562,2217400
2024-11-20,566.3522999652062,570.2034243896006,559.3581194546396,564.5091552734375,1528600
2024-11-21,568.9521208068704,582.7173283035319,567.0119932341654,578.2647094726562,2281900
2024-11-22,578.3714318187124,585.8603554199966,576.6447489789745,584.735107421875,1733700
2024-11-25,590.5651178353116,592.9999874397806,580.9033203074529,584.9776000976562,2940800
2024-11-26,582.1643586298659,589.0130062848514,575.2477994079338,587.3735961914062,2846500
2024-11-27,589.4884299310798,593.9216291062986,585.2201842503806,587.3057861328125,1424500
2024-11-29,591.069583358458,594.3871850421637,588.8869397650733,590.3517456054688,1170200
2024-12-02,592.720591145617,596.5323042929691,586.1889543100341,586.5886840820312,1804100
2024-12-03,593.6565700126491,596.0547109740058,585.7016013324279,586.949462890625,1718100
2024-12-04,587.8463536258832,589.0942152423049,581.7631769991197,583.6641845703125,1617300
2024-12-05,585.4384278338542,591.3168601633115,581.3634208343582,581.8021240234375,1672800
2024-12-06,582.15305100282,584.9217065946121,579.4331864876277,584.6097412109375,1405700
2024-12-09,583.9370012169326,587.8462369563703,578.7994205367802,579.1893920898438,1633200
2024-12-10,575.1730148317206,581.2854657416237,569.0898385679478,570.3279418945312,2600800
2024-12-11,575.290017077453,578.789824960731,572.150965670761,577.668701171875,2195300
2024-12-12,577.6979051838252,581.3341491392082,573.8178843681659,576.7424926757812,1218400
2024-12-13,579.0725091175359,580.0473786615048,570.3766894457013,570.7666015625,1215000
2024-12-16,573.2232301465549,573.4864639355104,564.1569562638864,571.59521484375,1713300
2024-12-17,566.2432052893641,566.9938143152748,557.9080237764297,560.2379760742188,2314100
2024-12-18,562.9773713810939,564.9075939278612,530.8066782613117,536.4219360351562,3271600
2024-12-19,547.3307216339734,552.7509935469029,539.6877187525012,540.0679321289062,2753300
2024-12-20,540.9940788300122,558.5027563449113,539.4732848009719,551.8735961914062,4515900
2024-12-23,550.801260952601,557.2744086359693,547.6816666894213,556.43603515625,1519500
2024-12-24,559.7701296295533,568.1442260742188,557.0014738175712,568.1442260742188,913400
2024-12-26,563.6208576939148,567.9492809033138,562.987168681885,566.6234130859375,1092000
2024-12-27,562.4996564137391,567.3350301666399,556.991620379702,561.7002563476562,1486000
2024-12-30,553.014263794861,561.5443722821799,550.8987540490593,559.1364135742188,1265900
2024-12-31,560.6181783664647,562.421663037551,556.0655547228214,558.229736328125,1055800
2025-01-02,564.751650751671,569.6259982783124,555.4221424455219,560.5206909179688,2219000
