date,open,high,low,close,volume
2024-10-01,423.49637062005274,423.52602256028683,413.96781162828705,415.8260803222656,19092900.0
2024-10-02,417.6941594936009,417.93140514988795,411.89203266645677,412.30718994140625,16582300.0
2024-10-03,412.80142348929195,414.699207817815,409.50004373541833,411.7240295410156,13686400.0
2024-10-04,413.40432999591644,414.89688113885154,410.172148356534,411.2495422363281,19169700.0
2024-10-07,411.190264062665,412.287415913181,404.2711971193028,404.8049621582031,20919800.0
2024-10-08,406.1492143378804,410.8541894054543,403.45079759655545,409.9151611328125,19229300.0
2024-10-09,411.051885220099,415.51964507918063,409.50992407936405,412.6333923339844,14974300.0
2024-10-10,410.4292021904471,412.5246863355552,408.37323385448985,411.0321350097656,13848400.0
2024-10-11,411.32868016338136,412.30722431233596,408.4720793339732,411.506591796875,14144900.0
2024-10-14,412.9397598241915,419.1372858012014,412.6926503077809,414.2939453125,16653100.0
2024-10-15,417.2987890411578,417.59533856944756,410.45881429415135,413.8985595703125,18900200.0
2024-10-16,410.369900734698,411.5461144410461,405.7341231638779,411.30889892578125,15508900.0
2024-10-17,417.4767225011017,417.61511832115826,410.78500708577025,411.9019470214844,14820000.0
2024-10-18,412.3171212877513,414.79808063402476,411.44729085370335,413.3253173828125,17145300.0
2024-10-21,411.3088916838687,414.1160525024568,408.96629801765454,413.9381408691406,14206100.0
2024-10-22,413.65149823512496,425.6017126142665,413.20671913798,422.5672302246094,25482200.0
2024-10-23,425.8784594235447,426.0959170295647,417.64478266305224,419.69085693359375,19654400.0
2024-10-24,420.41240524174606,421.0549142018695,417.51628856280456,419.8193664550781,13581600.0
2024-10-25,421.8259156249322,427.5192994113426,421.6381099449642,423.1998291015625,16899100.0
2024-10-28,426.66919481416045,426.94595627618617,421.37115090072086,421.6578063964844,14882400.0
2024-10-29,423.05149857942604,428.16173672961014,420.8769227357868,426.9558410644531,17644100.0
2024-10-30,432.38237913794643,433.43012114532394,427.10412312962825,427.5291442871094,29749100.0
2024-10-31,410.55766284750285,411.3484314804884,401.60241546152275,401.65185546875,53971000.0
2024-11-01,404.2811351978572,410.6960897386511,402.78858379903807,405.6253967285156,24230400.0
2024-11-04,405.06193022116906,405.67478719502446,400.88085627166146,403.7374267578125,19672300.0
2024-11-05,403.64845819160416,410.1029577159873,403.36180269923256,406.7027282714844,17626000.0
2024-11-06,407.65170044035887,415.58885807174516,405.7736437068039,415.32196044921875,26681800.0
2024-11-07,416.40918800268514,421.9147952799536,415.02538074069076,420.5111999511719,19901800.0
2024-11-08,420.40251992805025,421.568869701991,416.90344044148964,417.6546630859375,16891400.0
2024-11-11,417.6348987728619,419.8984307044044,411.19029254705583,413.17706298828125,24503300.0
2024-11-12,413.41424403977334,419.5326784209289,412.37639607879026,418.13897705078125,19401200.0
2024-11-13,416.7650676989441,424.366129168666,413.3747019871383,420.2839050292969,21502200.0
2024-11-14,420.0861832561595,423.2195452366953,415.14399286491056,421.954345703125,30246900.0
2024-11-15,414.96609164012756,417.91161788162964,408.8575514031372,410.2018127441406,28247600.0
2024-11-18,410.0733395128572,413.56252505276035,407.33537663624696,410.95306396484375,24727000.0
2024-11-19,408.3336509537854,413.10782389174204,406.79168992363145,412.9595642089844,18133500.0
2024-11-20,412.05020669970736,412.46536399512735,405.8329222910528,410.6861572265625,19191700.0
2024-11-21,415.4797975064388,415.7571129679985,406.35806834126146,408.913330078125,20780200.0
2024-11-22,407.4276728377604,413.39988374041405,407.1206461090675,413.00372314453125,24814600.0
2024-11-25,414.3705063731925,417.0446130867062,410.8743369468268,414.7765808105469,27691100.0
2024-11-26,415.56890369905886,424.92835279721186,414.8360050762814,423.8883972167969,23458900.0
2024-11-27,421.03601885024915,423.13572759358533,417.97563494679554,418.93634033203125,18332400.0
2024-11-29,416.06409541148713,420.80819926930246,413.79603299145003,419.40179443359375,16271900.0
2024-12-02,417.52996787602956,428.8504232970242,417.27244986667705,426.84979248046875,20207200.0
2024-12-03,425.72067515411175,428.32547569363487,423.6407942127541,427.0676574707031,18302000.0
2024-12-04,428.8800841135143,435.4564646159383,428.48392353237045,433.22802734375,26009400.0
2024-12-05,433.72323412188194,440.3986320775989,431.99000513841474,438.378173828125,21697800.0
2024-12-06,438.06124339003895,441.8248445475462,437.5363238090719,439.319091796875,18821000.0
2024-12-09,438.35842787251636,444.03349609525384,436.2785468030062,441.7456359863281,19144400.0
2024-12-10,440.13125981361975,445.31111943385133,437.3679889585384,439.0813903808594,18469500.0
2024-12-11,439.7945337941877,446.0341772846715,439.7945337941877,444.68719482421875,19200200.0
2024-12-12,444.8060093995974,451.7884649521135,444.8060093995974,445.251708984375,20834800.0
2024-12-13,444.142443353527,447.10377945438483,441.30983602760955,442.983642578125,20177800.0
2024-12-16,442.9836304987913,447.8465797272876,441.01271109813007,447.2622375488281,23598800.0
2024-12-17,446.6878170659997,450.92679906279125,445.26161469090005,450.104736328125,22733500.0
2024-12-18,446.9948298056794,448.3120705924071,432.83185420697276,433.1983337402344,24444500.0
2024-12-19,437.3877440954336,438.9327914675904,432.1385485650437,432.84173583984375,22963700.0
2024-12-20,428.95928879437923,439.48742134415346,424.52224208411275,432.4158630371094,64263700.0
2024-12-23,432.554599216363,433.45588208065465,428.68206611928935,431.0788879394531,19152500.0
2024-12-24,430.48460812290455,435.38718282685113,430.02902490868655,435.1197509765625,7164500.0
2024-12-26,434.8721127935591,436.7143034093448,432.44561022869516,433.9114074707031,8194200.0
2024-12-27,430.43505550450976,431.0491089535002,422.2641186475361,426.404052734375,18117700.0
2024-12-30,421.9769208859116,423.45263204127576,417.8567839421245,420.7586975097656,13158700.0
2024-12-31,422.0165551158413,422.6405224628075,416.62868593663666,417.46063232421875,13246500.0
2025-01-02,421.4519805555425,421.98681399014663,410.87433837182135,414.5685729980469,16896500.0
2025-01-03,417.0446121521978,419.96635323692743,415.51939233739597,419.2928771972656,16662900.0
2025-01-06,423.8983123069827,430.1577525838614,421.4024733118246,423.749755859375,20573600.0
2025-01-07,424.8887326935554,426.52291408196885,416.76730426764124,418.322265625,18139100.0
2025-01-08,419.40177722214224,422.87814893015604,417.5001944020304,420.4912414550781,15054600.0
2025-01-10,420.5605868581897,420.6398068835906,411.0426680414125,414.9350280761719,20201100.0
2025-01-13,411.26063086426467,414.489399057034,408.3389196630922,413.19195556640625,17604800.0
2025-01-14,413.8059381113699,415.7174348070365,406.7838883687819,411.68646240234375,16935900.0
2025-01-15,415.11333355996726,424.04688082339095,414.2615595275802,422.2245178222656,19637800.0
2025-01-16,424.59158895645874,425.3739962723433,420.32289602505284,420.51104736328125,15300000.0
2025-01-17,429.9299628963343,430.31623990051855,424.06671321451194,424.91845703125,26197500.0
